Date,Price,Open,High,Low,Change %,200EMA,20EMA,toZone,kt_score,bs_score
02/12/2015,1.1403,1.1334,1.1423,1.1302,0.61%,1.2575,1.145,0.00476,16.98734535643399,0.0
02/11/2015,1.1334,1.1321,1.1349,1.128,0.11%,1.2587,1.1455,0.0037,20.474985180070767,0.27720908629779817
02/10/2015,1.1321,1.1327,1.1347,1.1274,-0.03%,1.26,1.1467,0.0024,17.58323809523793,1.3487142857148025
02/09/2015,1.1324,1.1315,1.1359,1.1271,0.08%,1.2612,1.1483,0.0027,18.693028755037968,291.9005708848314
02/06/2015,1.1315,1.1477,1.1488,1.1313,-1.41%,1.2625,1.1499,0.0018,24.758995439156653,10.74448052805261
02/05/2015,1.1477,1.1345,1.15,1.1304,1.15%,1.2638,1.1519,0.00264,20.527971824155152,13.819927994936172
02/04/2015,1.1347,1.1482,1.1486,1.1317,-1.17%,1.265,1.1523,0.005,29.101900197628613,14.092169696969245
02/03/2015,1.1481,1.1343,1.1534,1.1313,1.23%,1.2663,1.1542,0.00304,11.391429947039125,0.0
02/02/2015,1.1342,1.1284,1.1364,1.128,0.48%,1.2675,1.1548,0.0045,18.04133389687211,1.87966006937368
01/30/2015,1.1288,1.1321,1.1366,1.1279,-0.28%,1.2689,1.157,0.0009,19.791303558000056,3.2963590511462995
01/29/2015,1.132,1.1287,1.1369,1.1261,0.28%,1.2703,1.16,0.0023,12.234954564674064,26.80526718813896
01/28/2015,1.1288,1.1382,1.1385,1.1276,-0.82%,1.2717,1.1629,0.0009,25.251335215562644,22.035289334597913
01/27/2015,1.1381,1.1237,1.1423,1.1224,1.26%,1.2731,1.1665,0.00696,35.28285372797165,0.0
01/26/2015,1.1239,1.1186,1.1297,1.1099,0.28%,1.2744,1.1695,0.0058,40.67176426988577,47.16102287128977
01/23/2015,1.1208,1.1366,1.1374,1.1114,-1.39%,1.276,1.1743,0.00389,38.80574670957588,0.0
01/22/2015,1.1366,1.161,1.1648,1.1317,-2.10%,1.2775,1.1799,0.0069,26.830842062852255,1.3300981360880497
01/21/2015,1.161,1.1553,1.1677,1.1542,0.51%,1.2789,1.1845,0.00099,8.877815911510679,5.31199715215798
01/20/2015,1.1551,1.1606,1.1616,1.154,-0.47%,1.2801,1.187,0.00689,15.123539784929196,5.494414498867336
01/19/2015,1.1606,1.1551,1.1641,1.1545,0.31%,1.2814,1.1903,0.00139,44.13862650226277,7.2231215857654245
01/16/2015,1.157,1.1633,1.165,1.1462,-0.52%,1.2826,1.1934,0.00499,30.840021507380165,0.0
01/15/2015,1.1631,1.1789,1.1795,1.157,-1.34%,1.2838,1.1973,0.00111,22.880288429439528,0.1827261728925867
01/14/2015,1.1789,1.1772,1.1846,1.1726,0.14%,1.2851,1.2009,0.00426,14.322386292895303,21.90526761478802
01/13/2015,1.1772,1.1833,1.186,1.1753,-0.52%,1.2861,1.2032,0.00256,19.510325581003965,0.0
01/12/2015,1.1834,1.1838,1.1871,1.1786,-0.06%,1.2872,1.2059,0.00876,13.12513771964557,57.55077688005402
01/09/2015,1.1841,1.1793,1.1848,1.1763,0.41%,1.2883,1.2083,0.00946,16.396353898372105,4.411755155372671
01/08/2015,1.1793,1.1839,1.1848,1.1753,-0.39%,1.2893,1.2108,0.00466,15.283559466640186,0.0
01/07/2015,1.1839,1.1892,1.1898,1.1803,-0.42%,1.2904,1.2141,0.00926,14.75746723053782,0.0
01/06/2015,1.1889,1.1933,1.1969,1.1884,-0.38%,1.2915,1.2173,0.00664,21.098515763150303,0.0
01/05/2015,1.1934,1.2003,1.2008,1.1883,-0.57%,1.2925,1.2203,0.00214,11.532725430598076,0.0
01/02/2015,1.2003,1.2106,1.2111,1.2001,-0.83%,1.2935,1.2232,0.00476,2.4124192390521983,0.015521971320377461
01/01/2015,1.2104,1.21,1.2107,1.2094,0.05%,1.2945,1.2256,0.01136,9.795880616166283,81.27519698726381
12/31/2014,1.2098,1.2155,1.2172,1.2096,-0.49%,1.2953,1.2272,0.01196,12.435104745210463,0.06311401138527743
12/30/2014,1.2157,1.2151,1.2188,1.2123,0.04%,1.2962,1.229,0.00606,15.61212968677679,15.00925783058227
12/29/2014,1.2152,1.2182,1.2221,1.2142,-0.20%,1.297,1.2304,0.00656,6.9188067137179345,0.0
12/26/2014,1.2176,1.2224,1.2228,1.2168,-0.38%,1.2978,1.232,0.00416,13.61950137840133,1.5178138002773345
12/25/2014,1.2222,1.2195,1.2256,1.2186,0.22%,1.2986,1.2335,0.00044,10.822663175727403,0.0
12/24/2014,1.2195,1.2172,1.2222,1.217,0.19%,1.2994,1.2347,0.00226,10.194151146682795,15.144100621691905
12/23/2014,1.2172,1.2231,1.2247,1.2165,-0.48%,1.3002,1.2363,0.00456,21.67332718043325,0.042346809747681076
12/22/2014,1.2231,1.2226,1.2273,1.2216,0.02%,1.301,1.2383,0.00134,10.444297160692273,72.0442736356356
12/19/2014,1.2228,1.2288,1.2305,1.2222,-0.47%,1.3018,1.2399,0.00104,11.551106046048867,0.0
12/18/2014,1.2286,1.2342,1.2353,1.2265,-0.46%,1.3026,1.2417,0.00684,21.841704521990557,0.0
12/17/2014,1.2343,1.2512,1.2517,1.2322,-1.34%,1.3033,1.2431,0.01254,24.428498072939142,3.2384963613077242
12/16/2014,1.2511,1.2437,1.2571,1.2433,0.59%,1.304,1.244,0.02934,10.506110205776936,0.844918442215177
12/15/2014,1.2437,1.2462,1.2485,1.2414,-0.20%,1.3045,1.2432,0.02194,14.32879346959093,9.59884645458013
12/12/2014,1.2462,1.2413,1.2487,1.2384,0.41%,1.3052,1.2432,0.02444,20.361643367359292,2.7949478381604753
12/11/2014,1.2411,1.2448,1.2496,1.237,-0.30%,1.3057,1.2429,0.01934,10.319797809604076,14.79206555870429
12/10/2014,1.2448,1.2374,1.2449,1.2361,0.59%,1.3064,1.2431,0.02304,29.33394816252096,0.0
12/09/2014,1.2375,1.2317,1.2448,1.2292,0.47%,1.307,1.2429,0.01574,14.54372168509911,0.0
12/08/2014,1.2317,1.2278,1.2344,1.2246,0.26%,1.3077,1.2434,0.00994,13.7730505071101,23.15518242049579
12/05/2014,1.2285,1.238,1.2393,1.2271,-0.76%,1.3085,1.2447,0.00674,31.953544666317455,4.582459787221091
12/04/2014,1.2379,1.2313,1.2458,1.2282,0.55%,1.3093,1.2464,0.01614,10.345715840525706,7.641962279172824
12/03/2014,1.2311,1.2382,1.2391,1.23,-0.58%,1.31,1.2473,0.00934,10.858754913106942,0.0
12/02/2014,1.2383,1.2471,1.2478,1.2377,-0.70%,1.3108,1.249,0.01654,15.176204922005489,0.22260833079037504
12/01/2014,1.247,1.2456,1.2507,1.2419,0.14%,1.3115,1.2501,0.02524,10.55686237133109,1.8295474102712799
11/28/2014,1.2452,1.2468,1.2492,1.2427,-0.12%,1.3122,1.2504,0.02344,8.575347834607147,0.0
11/27/2014,1.2467,1.2506,1.2524,1.2464,-0.31%,1.3128,1.251,0.02494,13.889081459743519,2.46278867638537
11/26/2014,1.2506,1.2475,1.2532,1.2443,0.25%,1.3135,1.2514,0.02884,16.801412603384357,0.0
11/25/2014,1.2475,1.2443,1.2487,1.2401,0.26%,1.3141,1.2515,0.02574,11.217209993283497,0.0
11/24/2014,1.2443,1.2376,1.2445,1.2357,0.43%,1.3148,1.2519,0.02254,23.05772395386808,34.04946158317012
11/21/2014,1.239,1.2541,1.2571,1.2376,-1.20%,1.3155,1.2527,0.01724,14.391242873432343,0.0
11/20/2014,1.254,1.2555,1.2576,1.2504,-0.11%,1.3163,1.2542,0.03224,18.446499748573483,1.9257884474157418
11/19/2014,1.2554,1.2537,1.26,1.2512,0.14%,1.3169,1.2542,0.03364,11.390450459811765,0.0
11/18/2014,1.2537,1.245,1.2546,1.2442,0.70%,1.3175,1.2541,0.03194,21.909195353358008,6.642607864947737
11/17/2014,1.245,1.2526,1.2578,1.2444,-0.58%,1.3182,1.2541,0.02324,31.252409388816737,2.7827320349120286
11/14/2014,1.2523,1.2477,1.2548,1.2399,0.37%,1.3189,1.2551,0.03054,8.545709660011038,0.0
11/13/2014,1.2477,1.2439,1.2492,1.2426,0.31%,1.3196,1.2553,0.02594,11.318069608345203,3.6045426445015707
11/12/2014,1.2439,1.2476,1.2499,1.2418,-0.29%,1.3203,1.2562,0.02214,14.214166899160631,7.876305753606498
11/11/2014,1.2475,1.2421,1.25,1.2394,0.43%,1.3211,1.2574,0.02574,24.72452220552024,1.7805725868174773
11/10/2014,1.2421,1.2452,1.251,1.2417,-0.26%,1.3218,1.2585,0.02034,13.212202180439895,19.613928221047043
11/07/2014,1.2454,1.2376,1.2471,1.2359,0.64%,1.3226,1.2602,0.02364,23.702853049012134,16.09177881949654
11/06/2014,1.2375,1.2487,1.2535,1.2365,-0.89%,1.3234,1.2618,0.01574,15.016526721636895,0.0
11/05/2014,1.2486,1.2546,1.2568,1.2457,-0.48%,1.3242,1.2643,0.02684,14.484129750328444,6.611003624830023
11/04/2014,1.2546,1.2483,1.2578,1.2481,0.50%,1.325,1.266,0.03284,16.979260377358372,1.6262555256065692
11/03/2014,1.2483,1.2515,1.2517,1.2441,-0.34%,1.3257,1.2672,0.02654,19.00895213808741,0.0
10/31/2014,1.2525,1.2612,1.2618,1.2485,-0.70%,1.3265,1.2692,0.03074,32.016429199649686,0.0
10/30/2014,1.2613,1.2631,1.264,1.2547,-0.15%,1.3272,1.2709,0.03954,19.126428614897424,0.0
10/29/2014,1.2632,1.2735,1.2772,1.2631,-0.80%,1.3279,1.2719,0.04144,13.19126381179746,1.2575891417721754
10/28/2014,1.2734,1.2698,1.2765,1.2683,0.28%,1.3286,1.2729,0.05164,10.882218829971144,0.0
10/27/2014,1.2698,1.2683,1.2725,1.2666,0.22%,1.3291,1.2728,0.04804,10.7318695642453,0.0
10/24/2014,1.267,1.2645,1.2696,1.2633,0.18%,1.3297,1.2731,0.04524,13.197167359178183,0.06402887869442961
10/23/2014,1.2647,1.2651,1.2679,1.2614,-0.02%,1.3303,1.2738,0.04294,13.527114184770248,0.0
10/22/2014,1.2649,1.2716,1.274,1.2636,-0.52%,1.331,1.2747,0.04314,18.62797349907788,0.0
10/21/2014,1.2715,1.2801,1.2841,1.2713,-0.66%,1.3317,1.2757,0.04974,12.529945284669076,1.9537704909444367
10/20/2014,1.2799,1.2758,1.2817,1.2731,0.28%,1.3323,1.2762,0.05814,12.913799836664838,5.6216211466323545
10/17/2014,1.2763,1.2811,1.2837,1.2744,-0.36%,1.3328,1.2758,0.05454,52.29486834207333,0.0
10/16/2014,1.2809,1.2837,1.2847,1.2706,-0.22%,1.3334,1.2757,0.05914,32.23931465398547,113.11471105015677
10/15/2014,1.2837,1.2659,1.2886,1.2624,1.41%,1.3339,1.2752,0.06194,15.122511160029648,4.860810110758956
10/14/2014,1.2659,1.2752,1.2769,1.264,-0.74%,1.3344,1.2743,0.04414,16.350618285371716,14.461227147314757
10/13/2014,1.2753,1.2637,1.2762,1.2619,0.99%,1.3351,1.2752,0.05354,14.333182689912995,3.4230893850130877
10/10/2014,1.2628,1.2691,1.2716,1.2605,-0.50%,1.3357,1.2752,0.04104,24.1067446458998,0.0
10/09/2014,1.2691,1.2732,1.2792,1.2664,-0.34%,1.3364,1.2765,0.04734,20.150689632594805,10.29948040239158
10/08/2014,1.2734,1.2669,1.2749,1.2622,0.51%,1.3371,1.2773,0.05164,36.28371101637989,0.0
10/07/2014,1.267,1.2656,1.2683,1.2584,0.13%,1.3377,1.2777,0.04524,19.963107622536246,0.0
10/06/2014,1.2654,1.251,1.2677,1.2504,1.09%,1.3384,1.2788,0.04364,19.47011619994973,15.843492229527353
10/03/2014,1.2517,1.2668,1.2676,1.25,-1.19%,1.3392,1.2802,0.02994,13.215032428742331,1.4004873918994551
10/02/2014,1.2668,1.2622,1.2698,1.2612,0.35%,1.34,1.2832,0.04504,19.588298507462472,0.10658533419855033
10/01/2014,1.2624,1.2631,1.264,1.2584,-0.06%,1.3408,1.2849,0.04064,24.526202561430587,0.0
09/30/2014,1.2632,1.2684,1.2703,1.2571,-0.42%,1.3416,1.2873,0.04144,12.88386858619469,0.0
09/29/2014,1.2685,1.2685,1.2716,1.2664,0.00%,1.3424,1.2898,0.04674,9.412905840286173,0.0
09/26/2014,1.2685,1.2752,1.2761,1.2677,-0.51%,1.3431,1.2921,0.04674,21.73998432073224,0.0
09/25/2014,1.275,1.278,1.2784,1.2698,-0.23%,1.3439,1.2945,0.05324,11.255022695140948,0.0
09/24/2014,1.278,1.2846,1.2864,1.2774,-0.52%,1.3445,1.2966,0.05624,41.365970001244094,0.0
09/23/2014,1.2847,1.2851,1.2903,1.2842,-0.02%,1.3452,1.2986,0.06294,8.029293997706084,13.21910124888602
09/22/2014,1.285,1.2827,1.2868,1.2815,0.16%,1.3458,1.3,0.06324,11.055968568880848,38.434518986606804
09/19/2014,1.2829,1.2923,1.293,1.2827,-0.73%,1.3464,1.3016,0.06114,14.248648809844937,3.576862808308371
09/18/2014,1.2923,1.2865,1.2931,1.2834,0.44%,1.3471,1.3036,0.07054,15.895712600730848,14.917603843761643
09/17/2014,1.2866,1.2959,1.2982,1.2851,-0.73%,1.3476,1.3048,0.06484,14.02992805924005,0.5201983933204885
09/16/2014,1.296,1.2938,1.2995,1.2922,0.14%,1.3482,1.3067,0.07424,13.68390743213199,5.256883926043067
09/15/2014,1.2942,1.2976,1.2982,1.2908,-0.18%,1.3488,1.3078,0.07244,9.162056912541962,4.704137882911084
09/12/2014,1.2965,1.2925,1.298,1.2909,0.30%,1.3493,1.3092,0.07474,10.45720694681166,0.0
09/11/2014,1.2926,1.2917,1.2952,1.2896,0.07%,1.3498,1.3106,0.07084,13.906858987160954,4.012894091306204
09/10/2014,1.2917,1.2936,1.2963,1.2883,-0.16%,1.3504,1.3124,0.06994,16.060074246367883,8.417311050137151
09/09/2014,1.2938,1.2898,1.2959,1.286,0.32%,1.351,1.3146,0.07204,10.760514494424287,5.292349370836268
09/08/2014,1.2897,1.2943,1.2963,1.2882,-0.41%,1.3516,1.3168,0.06794,14.575432947924059,0.07822612813153804
09/05/2014,1.295,1.2944,1.2986,1.2921,0.04%,1.3522,1.3197,0.07324,26.510136426704754,680.3684267614018
09/04/2014,1.2945,1.3147,1.3155,1.2919,-1.57%,1.3528,1.3223,0.07274,5.247153795958534,0.19793197533827936
09/03/2014,1.3151,1.3131,1.3161,1.3122,0.14%,1.3534,1.3252,0.09334,9.342373117908334,0.0
09/02/2014,1.3133,1.313,1.3139,1.311,0.04%,1.3537,1.3263,0.09154,4.353946796023739,3.3345645268534447
09/01/2014,1.3128,1.3138,1.3146,1.3118,-0.04%,1.3542,1.3276,0.09104,9.270822688750995,0.0
08/29/2014,1.3133,1.3178,1.3197,1.3131,-0.38%,1.3546,1.3292,0.09154,11.309220868327106,0.0
08/28/2014,1.3183,1.3193,1.3221,1.3159,-0.08%,1.355,1.3308,0.09654,8.492750247502538,6.248154981550238
08/27/2014,1.3193,1.3168,1.3211,1.3152,0.18%,1.3554,1.3322,0.09754,9.291341775754793,2.30450996015933
08/26/2014,1.3169,1.3193,1.3216,1.3165,-0.17%,1.3557,1.3335,0.09514,4.627205766130204,0.0
08/25/2014,1.3192,1.322,1.322,1.3184,-0.39%,1.3561,1.3353,0.09744,11.05855534923004,0.0
08/22/2014,1.3243,1.3283,1.3298,1.322,-0.29%,1.3565,1.337,0.10254,7.615556770085303,1.2097323995576619
08/21/2014,1.3282,1.326,1.3289,1.3242,0.17%,1.3568,1.3383,0.10644,7.856282161235008,16.917376112242838
08/20/2014,1.326,1.3321,1.3327,1.3255,-0.45%,1.3571,1.3394,0.10424,6.33772910906594,0.0
08/19/2014,1.332,1.3363,1.3366,1.3312,-0.32%,1.3574,1.3408,0.11024,6.225650787077338,0.0
08/18/2014,1.3363,1.3393,1.34,1.3352,-0.27%,1.3577,1.3417,0.11454,7.1132428048147895,3.629465272151741
08/15/2014,1.3399,1.3366,1.3412,1.3358,0.25%,1.3579,1.3423,0.11814,21.889847212174022,0.0
08/14/2014,1.3365,1.3365,1.3409,1.3348,0.00%,1.358,1.3425,0.11474,19.741397207221755,0.0
08/13/2014,1.3365,1.3369,1.3415,1.3342,-0.03%,1.3583,1.3431,0.11474,15.297747183980288,0.0
08/12/2014,1.3369,1.3386,1.3386,1.3335,-0.13%,1.3585,1.3438,0.11514,5.953050199228173,0.0
08/11/2014,1.3386,1.3401,1.3415,1.3378,-0.19%,1.3587,1.3446,0.11684,11.913518112036032,15.35773901523403
08/08/2014,1.3411,1.3363,1.3433,1.3343,0.36%,1.3589,1.3452,0.11934,10.479102642317162,0.9188852196629708
08/07/2014,1.3363,1.3384,1.3394,1.3337,-0.14%,1.3591,1.3456,0.11454,27.49595320432447,0.11903010045170942
08/06/2014,1.3382,1.3377,1.3388,1.3333,0.04%,1.3593,1.3466,0.11644,9.159876557111046,42.32622673433736
08/05/2014,1.3376,1.3422,1.3425,1.3358,-0.34%,1.3595,1.3475,0.11584,5.632504597278753,0.0
08/04/2014,1.3422,1.3427,1.3434,1.3408,-0.06%,1.3597,1.3485,0.12044,8.633962101368544,28.87575200412212
08/01/2014,1.343,1.3392,1.3445,1.3378,0.31%,1.3599,1.3492,0.12124,7.498896977718957,0.12896633266375016
07/31/2014,1.3389,1.3396,1.3401,1.3371,-0.06%,1.3601,1.3498,0.11714,13.155959894589143,0.0
07/30/2014,1.3397,1.3409,1.3416,1.3366,-0.10%,1.3603,1.351,0.11794,5.039258986988036,0.0
07/29/2014,1.341,1.344,1.3445,1.3403,-0.23%,1.3605,1.3522,0.11924,2.7765148559634567,0.26996030871009663
07/28/2014,1.3441,1.3432,1.3445,1.3426,0.07%,1.3607,1.3534,0.12234,7.128320316414871,12.846332361610036
07/25/2014,1.3432,1.3466,1.3478,1.3422,-0.24%,1.3609,1.3543,0.12144,10.471188184290504,0.0029407442306770876
07/24/2014,1.3464,1.3463,1.3485,1.3437,-0.01%,1.3611,1.3555,0.12464,4.409675997355528,0.0
07/23/2014,1.3465,1.3465,1.3475,1.3454,-0.01%,1.3612,1.3565,0.12474,7.755954361536007,0.0
07/22/2014,1.3466,1.3525,1.3531,1.346,-0.42%,1.3613,1.3575,0.12484,9.628081001003707,0.0
07/21/2014,1.3523,1.3527,1.355,1.3512,-0.01%,1.3615,1.3587,0.13054,19.358578038929434,0.0
07/18/2014,1.3525,1.3525,1.3535,1.3491,-0.01%,1.3616,1.3593,0.13074,5.682235471637893,0.0
07/17/2014,1.3527,1.3525,1.3541,1.3516,0.01%,1.3617,1.36,0.13094,6.533813125749387,88.20647719762955
07/16/2014,1.3525,1.3567,1.3575,1.3519,-0.35%,1.3618,1.3608,0.13074,8.015482790634001,0.0
07/15/2014,1.3572,1.362,1.3628,1.3561,-0.35%,1.3619,1.3617,0.13544,8.039130434782662,0.6749999999999985
07/14/2014,1.362,1.3602,1.364,1.3597,0.08%,1.3619,1.3622,0.14024,7.225000000000089,0.0
07/11/2014,1.3609,1.3609,1.3625,1.3591,-0.01%,1.3619,1.3622,0.13914,9.375609756097527,0.0
07/10/2014,1.361,1.3644,1.3651,1.3589,-0.26%,1.3619,1.3623,0.13924,6.3114285714282685,3.0117647058824635
07/09/2014,1.3645,1.3613,1.3648,1.3601,0.24%,1.3619,1.3624,0.14274,6.8642857142858364,0.0
07/08/2014,1.3613,1.3605,1.3619,1.3588,0.06%,1.3619,1.3622,0.13954,8.639999999999901,0.0
07/07/2014,1.3605,1.3596,1.3611,1.3575,0.07%,1.3619,1.3623,0.13874,4.28823529411732,3.2111111111108044
07/04/2014,1.3596,1.3613,1.3613,1.3586,-0.11%,1.3619,1.3625,0.13784,8.816666666666878,0.0
07/03/2014,1.3611,1.3659,1.3665,1.3596,-0.36%,1.3619,1.3628,0.13934,7.349460312798361,0.0
07/02/2014,1.366,1.3679,1.3684,1.3642,-0.14%,1.362,1.363,0.14424,3.976178630042726,0.0
07/01/2014,1.3679,1.3692,1.3701,1.3675,-0.09%,1.3619,1.3627,0.14614,6.694230769230972,16.276923076921648
06/30/2014,1.3692,1.3646,1.3698,1.3639,0.32%,1.3619,1.3621,0.14744,4.6221605844775,0.0
06/27/2014,1.3649,1.3611,1.3652,1.3609,0.28%,1.3618,1.3614,0.14314,14.521066235864456,0.7604704686521969
06/26/2014,1.3611,1.3628,1.3641,1.3575,-0.14%,1.3617,1.361,0.13934,9.06195576212833,3.111536185304553
06/25/2014,1.363,1.3607,1.3652,1.3599,0.18%,1.3618,1.361,0.14124,9.199324423556932,0.0
06/24/2014,1.3605,1.3603,1.3628,1.3582,0.00%,1.3617,1.3608,0.13874,8.42043420955999,0.0
06/23/2014,1.3605,1.3596,1.3615,1.3575,0.04%,1.3618,1.3608,0.13874,14.402857142857345,0.7111111111108573
06/20/2014,1.3599,1.3607,1.3634,1.3563,-0.07%,1.3618,1.3609,0.13814,13.78148148148184,2.112500000000489
06/19/2014,1.3609,1.3596,1.3643,1.3582,0.10%,1.3618,1.361,0.13914,6.567924528301821,0.0
06/18/2014,1.3596,1.3546,1.3599,1.354,0.37%,1.3618,1.361,0.13784,7.115789473684418,1.5679999999999368
06/17/2014,1.3546,1.3574,1.3588,1.3536,-0.21%,1.3618,1.3611,0.13284,9.679289176090574,5.71386610158842
06/16/2014,1.3575,1.3535,1.358,1.3514,0.24%,1.3619,1.3618,0.13574,11.275757575758037,0.2499999999999447
06/13/2014,1.3542,1.3552,1.358,1.3519,-0.08%,1.3619,1.3623,0.13244,9.37629817740277,3.9997062926797926
06/12/2014,1.3553,1.3533,1.3574,1.3512,0.15%,1.362,1.3631,0.13354,5.475597944199274,1.1250825991190272
06/11/2014,1.3533,1.3548,1.3558,1.3521,-0.11%,1.3621,1.364,0.13154,8.908436838838625,0.0
06/10/2014,1.3548,1.3594,1.3603,1.3533,-0.34%,1.3622,1.3651,0.13304,12.20806451612887,0.0
06/09/2014,1.3594,1.3645,1.367,1.3583,-0.36%,1.3622,1.3662,0.13764,9.610722990120825,0.0
06/06/2014,1.3643,1.3662,1.3678,1.362,-0.12%,1.3623,1.3669,0.14254,38.73756555498502,19.585648110586803
06/05/2014,1.366,1.3599,1.3671,1.3504,0.45%,1.3622,1.3672,0.14424,5.866666666666415,1.3786885245900726
06/04/2014,1.3599,1.3628,1.3639,1.3595,-0.21%,1.3622,1.3673,0.13814,8.859523809523832,3.5310344827589413
06/03/2014,1.3628,1.3596,1.3647,1.3586,0.23%,1.3622,1.3681,0.14104,6.91276595744701,4.7531249999998995
06/02/2014,1.3597,1.3636,1.3646,1.3589,-0.25%,1.3622,1.3686,0.13794,8.194540916432068,2.30752289847853
05/30/2014,1.3631,1.3601,1.365,1.3598,0.21%,1.3623,1.3695,0.14134,9.887509445530892,0.0
05/29/2014,1.3602,1.3589,1.3626,1.3585,0.08%,1.3622,1.3702,0.13844,5.534448810903345,14.89340094643163
05/28/2014,1.3591,1.3635,1.3639,1.3588,-0.32%,1.3623,1.3713,0.13734,9.55588235294111,0.0
05/27/2014,1.3634,1.3647,1.367,1.3613,-0.09%,1.3623,1.3726,0.14164,5.517241379310541,3.0769230769228955
05/26/2014,1.3646,1.3626,1.3655,1.3615,0.09%,1.3623,1.3735,0.14284,7.7884615384616565,2.4199999999999533
05/23/2014,1.3634,1.3656,1.366,1.3615,-0.16%,1.3623,1.3745,0.14164,5.866666666666415,0.0
05/22/2014,1.3656,1.3687,1.3689,1.3645,-0.23%,1.3623,1.3756,0.14384,21.40967957607506,0.0
05/21/2014,1.3687,1.3703,1.3724,1.3635,-0.12%,1.3622,1.3767,0.14694,11.781818181819792,0.0
05/20/2014,1.3703,1.3708,1.3714,1.3678,-0.04%,1.3622,1.3775,0.14854,10.970623151624133,0.7200528556745647
05/19/2014,1.3709,1.3703,1.3736,1.3688,0.10%,1.3621,1.3783,0.14914,7.05548197636012,4.81631304603259
05/16/2014,1.3695,1.3712,1.3729,1.3687,-0.12%,1.362,1.3791,0.14774,32.84332031771452,0.0
05/15/2014,1.3711,1.3715,1.3733,1.3648,-0.03%,1.3619,1.3801,0.14934,6.805055845183745,3.0252221161609127
05/14/2014,1.3715,1.3704,1.3732,1.3697,0.08%,1.3618,1.381,0.14974,10.035083942893914,26.507144287642127
05/13/2014,1.3704,1.3758,1.3773,1.3691,-0.39%,1.3617,1.382,0.14864,8.099405155320996,0.09074740452428358
05/12/2014,1.3757,1.375,1.3775,1.3748,-0.02%,1.3616,1.3832,0.15394,11.726148496697387,93.72168772034439
05/09/2014,1.376,1.3841,1.3847,1.3746,-0.59%,1.3615,1.384,0.15424,32.8065725163515,0.0
05/08/2014,1.3841,1.3911,1.3993,1.3832,-0.51%,1.3613,1.3849,0.16234,4.999265408065392,0.0
05/07/2014,1.3912,1.3928,1.394,1.391,-0.11%,1.3611,1.3849,0.16944,11.673697619945877,17.560119572404716
05/06/2014,1.3928,1.3875,1.3952,1.3869,0.37%,1.3608,1.3843,0.17104,6.625811688312048,0.0
05/05/2014,1.3876,1.3872,1.3892,1.3865,0.04%,1.3605,1.3834,0.16584,37.70061911627815,0.0
05/02/2014,1.387,1.3868,1.3881,1.3811,0.00%,1.3602,1.383,0.16524,8.709189825026153,0.0
05/01/2014,1.387,1.3866,1.3889,1.3861,0.01%,1.3599,1.3825,0.16524,15.696154242110678,0.0
04/30/2014,1.3868,1.3813,1.3878,1.3777,0.41%,1.3597,1.3821,0.16504,12.442708618879447,2.4885417237759886
04/29/2014,1.3812,1.3849,1.3879,1.3805,-0.27%,1.3594,1.3816,0.15944,12.098219802853817,0.6919936856085485
04/28/2014,1.385,1.3834,1.388,1.3814,0.12%,1.3592,1.3816,0.16324,8.226755234171979,0.0
04/25/2014,1.3833,1.3832,1.385,1.3826,0.01%,1.3589,1.3812,0.16154,10.8390950401056,0.0
04/24/2014,1.3832,1.3819,1.3843,1.3792,0.11%,1.3587,1.381,0.16144,17.790188718454953,0.0
04/23/2014,1.3817,1.3805,1.3855,1.38,0.09%,1.3584,1.3808,0.15994,8.403762514723166,0.0
04/22/2014,1.3805,1.3794,1.3826,1.3785,0.09%,1.3582,1.3807,0.15874,9.198645265792836,2.626885851594892
04/21/2014,1.3792,1.3809,1.3832,1.3786,-0.17%,1.358,1.3807,0.15744,4.127963391542807,0.005883219267086864
04/18/2014,1.3815,1.3814,1.3825,1.3808,0.00%,1.3578,1.3809,0.15974,52.255118574170766,0.09997790543525191
04/17/2014,1.3815,1.3816,1.3866,1.381,-0.01%,1.3575,1.3808,0.15974,19.19717127071967,0.40005893185999275
04/16/2014,1.3816,1.3814,1.3852,1.3804,0.01%,1.3573,1.3807,0.15984,9.644988475018502,2.4494584837557967
04/15/2014,1.3814,1.3821,1.3835,1.379,-0.05%,1.357,1.3806,0.15964,10.812199324067334,0.0
04/14/2014,1.3821,1.3839,1.3866,1.381,-0.46%,1.3568,1.3806,0.16034,8.406403770904765,0.0
04/11/2014,1.3885,1.3888,1.3907,1.3864,-0.02%,1.3565,1.3804,0.16674,9.3111496833428,36.30802801327521
04/10/2014,1.3888,1.3855,1.3899,1.3835,0.24%,1.3562,1.3795,0.16704,10.13312336806155,0.0
04/09/2014,1.3855,1.3794,1.3862,1.3779,0.43%,1.3559,1.3786,0.16374,9.787664457030958,0.0
04/08/2014,1.3796,1.3741,1.3813,1.3737,0.40%,1.3556,1.3778,0.15784,6.922055518986655,0.0
04/07/2014,1.3741,1.3696,1.3749,1.3689,0.28%,1.3554,1.3776,0.15234,12.4156248568947,0.5688049448295877
04/04/2014,1.3703,1.3719,1.3732,1.3672,-0.12%,1.3552,1.378,0.14854,16.901853087623973,0.0
04/03/2014,1.372,1.3768,1.3807,1.3699,-0.34%,1.355,1.3788,0.15024,11.900743173432165,0.0
