Date,Price,Open,High,Low,Change %,200EMA,20EMA
09/19/2014,1.2829,1.2923,1.293,1.2827,-0.73%,1.3464,1.3016
09/18/2014,1.2923,1.2865,1.2931,1.2834,0.44%,1.3471,1.3036
09/17/2014,1.2866,1.2959,1.2982,1.2851,-0.73%,1.3476,1.3048
09/16/2014,1.296,1.2938,1.2995,1.2922,0.14%,1.3482,1.3067
09/15/2014,1.2942,1.2976,1.2982,1.2908,-0.18%,1.3488,1.3078
09/12/2014,1.2965,1.2925,1.298,1.2909,0.30%,1.3493,1.3092
09/11/2014,1.2926,1.2917,1.2952,1.2896,0.07%,1.3498,1.3106
09/10/2014,1.2917,1.2936,1.2963,1.2883,-0.16%,1.3504,1.3124
09/09/2014,1.2938,1.2898,1.2959,1.286,0.32%,1.351,1.3146
09/08/2014,1.2897,1.2943,1.2963,1.2882,-0.41%,1.3516,1.3168
09/05/2014,1.295,1.2944,1.2986,1.2921,0.04%,1.3522,1.3197
09/04/2014,1.2945,1.3147,1.3155,1.2919,-1.57%,1.3528,1.3223
09/03/2014,1.3151,1.3131,1.3161,1.3122,0.14%,1.3534,1.3252
09/02/2014,1.3133,1.313,1.3139,1.311,0.04%,1.3537,1.3263
09/01/2014,1.3128,1.3138,1.3146,1.3118,-0.04%,1.3542,1.3276
08/29/2014,1.3133,1.3178,1.3197,1.3131,-0.38%,1.3546,1.3292
08/28/2014,1.3183,1.3193,1.3221,1.3159,-0.08%,1.355,1.3308
08/27/2014,1.3193,1.3168,1.3211,1.3152,0.18%,1.3554,1.3322
08/26/2014,1.3169,1.3193,1.3216,1.3165,-0.17%,1.3557,1.3335
08/25/2014,1.3192,1.322,1.322,1.3184,-0.39%,1.3561,1.3353
08/22/2014,1.3243,1.3283,1.3298,1.322,-0.29%,1.3565,1.337
08/21/2014,1.3282,1.326,1.3289,1.3242,0.17%,1.3568,1.3383
08/20/2014,1.326,1.3321,1.3327,1.3255,-0.45%,1.3571,1.3394
08/19/2014,1.332,1.3363,1.3366,1.3312,-0.32%,1.3574,1.3408
08/18/2014,1.3363,1.3393,1.34,1.3352,-0.27%,1.3577,1.3417
08/15/2014,1.3399,1.3366,1.3412,1.3358,0.25%,1.3579,1.3423
08/14/2014,1.3365,1.3365,1.3409,1.3348,0.00%,1.358,1.3425
08/13/2014,1.3365,1.3369,1.3415,1.3342,-0.03%,1.3583,1.3431
08/12/2014,1.3369,1.3386,1.3386,1.3335,-0.13%,1.3585,1.3438
08/11/2014,1.3386,1.3401,1.3415,1.3378,-0.19%,1.3587,1.3446
08/08/2014,1.3411,1.3363,1.3433,1.3343,0.36%,1.3589,1.3452
08/07/2014,1.3363,1.3384,1.3394,1.3337,-0.14%,1.3591,1.3456
08/06/2014,1.3382,1.3377,1.3388,1.3333,0.04%,1.3593,1.3466
08/05/2014,1.3376,1.3422,1.3425,1.3358,-0.34%,1.3595,1.3475
08/04/2014,1.3422,1.3427,1.3434,1.3408,-0.06%,1.3597,1.3485
08/01/2014,1.343,1.3392,1.3445,1.3378,0.31%,1.3599,1.3492
07/31/2014,1.3389,1.3396,1.3401,1.3371,-0.06%,1.3601,1.3498
07/30/2014,1.3397,1.3409,1.3416,1.3366,-0.10%,1.3603,1.351
07/29/2014,1.341,1.344,1.3445,1.3403,-0.23%,1.3605,1.3522
07/28/2014,1.3441,1.3432,1.3445,1.3426,0.07%,1.3607,1.3534
07/25/2014,1.3432,1.3466,1.3478,1.3422,-0.24%,1.3609,1.3543
07/24/2014,1.3464,1.3463,1.3485,1.3437,-0.01%,1.3611,1.3555
07/23/2014,1.3465,1.3465,1.3475,1.3454,-0.01%,1.3612,1.3565
07/22/2014,1.3466,1.3525,1.3531,1.346,-0.42%,1.3613,1.3575
07/21/2014,1.3523,1.3527,1.355,1.3512,-0.01%,1.3615,1.3587
07/18/2014,1.3525,1.3525,1.3535,1.3491,-0.01%,1.3616,1.3593
07/17/2014,1.3527,1.3525,1.3541,1.3516,0.01%,1.3617,1.36
07/16/2014,1.3525,1.3567,1.3575,1.3519,-0.35%,1.3618,1.3608
07/15/2014,1.3572,1.362,1.3628,1.3561,-0.35%,1.3619,1.3617
07/14/2014,1.362,1.3602,1.364,1.3597,0.08%,1.3619,1.3622
07/11/2014,1.3609,1.3609,1.3625,1.3591,-0.01%,1.3619,1.3622
07/10/2014,1.361,1.3644,1.3651,1.3589,-0.26%,1.3619,1.3623
07/09/2014,1.3645,1.3613,1.3648,1.3601,0.24%,1.3619,1.3624
07/08/2014,1.3613,1.3605,1.3619,1.3588,0.06%,1.3619,1.3622
07/07/2014,1.3605,1.3596,1.3611,1.3575,0.07%,1.3619,1.3623
07/04/2014,1.3596,1.3613,1.3613,1.3586,-0.11%,1.3619,1.3625
07/03/2014,1.3611,1.3659,1.3665,1.3596,-0.36%,1.3619,1.3628
07/02/2014,1.366,1.3679,1.3684,1.3642,-0.14%,1.362,1.363
07/01/2014,1.3679,1.3692,1.3701,1.3675,-0.09%,1.3619,1.3627
06/30/2014,1.3692,1.3646,1.3698,1.3639,0.32%,1.3619,1.3621
06/27/2014,1.3649,1.3611,1.3652,1.3609,0.28%,1.3618,1.3614
06/26/2014,1.3611,1.3628,1.3641,1.3575,-0.14%,1.3617,1.361
06/25/2014,1.363,1.3607,1.3652,1.3599,0.18%,1.3618,1.361
06/24/2014,1.3605,1.3603,1.3628,1.3582,0.00%,1.3617,1.3608
06/23/2014,1.3605,1.3596,1.3615,1.3575,0.04%,1.3618,1.3608
06/20/2014,1.3599,1.3607,1.3634,1.3563,-0.07%,1.3618,1.3609
06/19/2014,1.3609,1.3596,1.3643,1.3582,0.10%,1.3618,1.361
06/18/2014,1.3596,1.3546,1.3599,1.354,0.37%,1.3618,1.361
06/17/2014,1.3546,1.3574,1.3588,1.3536,-0.21%,1.3618,1.3611
06/16/2014,1.3575,1.3535,1.358,1.3514,0.24%,1.3619,1.3618
06/13/2014,1.3542,1.3552,1.358,1.3519,-0.08%,1.3619,1.3623
06/12/2014,1.3553,1.3533,1.3574,1.3512,0.15%,1.362,1.3631
06/11/2014,1.3533,1.3548,1.3558,1.3521,-0.11%,1.3621,1.364
06/10/2014,1.3548,1.3594,1.3603,1.3533,-0.34%,1.3622,1.3651
06/09/2014,1.3594,1.3645,1.367,1.3583,-0.36%,1.3622,1.3662
06/06/2014,1.3643,1.3662,1.3678,1.362,-0.12%,1.3623,1.3669
06/05/2014,1.366,1.3599,1.3671,1.3504,0.45%,1.3622,1.3672
06/04/2014,1.3599,1.3628,1.3639,1.3595,-0.21%,1.3622,1.3673
06/03/2014,1.3628,1.3596,1.3647,1.3586,0.23%,1.3622,1.3681
06/02/2014,1.3597,1.3636,1.3646,1.3589,-0.25%,1.3622,1.3686
05/30/2014,1.3631,1.3601,1.365,1.3598,0.21%,1.3623,1.3695
05/29/2014,1.3602,1.3589,1.3626,1.3585,0.08%,1.3622,1.3702
05/28/2014,1.3591,1.3635,1.3639,1.3588,-0.32%,1.3623,1.3713
05/27/2014,1.3634,1.3647,1.367,1.3613,-0.09%,1.3623,1.3726
05/26/2014,1.3646,1.3626,1.3655,1.3615,0.09%,1.3623,1.3735
05/23/2014,1.3634,1.3656,1.366,1.3615,-0.16%,1.3623,1.3745
05/22/2014,1.3656,1.3687,1.3689,1.3645,-0.23%,1.3623,1.3756
05/21/2014,1.3687,1.3703,1.3724,1.3635,-0.12%,1.3622,1.3767
05/20/2014,1.3703,1.3708,1.3714,1.3678,-0.04%,1.3622,1.3775
05/19/2014,1.3709,1.3703,1.3736,1.3688,0.10%,1.3621,1.3783
05/16/2014,1.3695,1.3712,1.3729,1.3687,-0.12%,1.362,1.3791
05/15/2014,1.3711,1.3715,1.3733,1.3648,-0.03%,1.3619,1.3801
05/14/2014,1.3715,1.3704,1.3732,1.3697,0.08%,1.3618,1.381
05/13/2014,1.3704,1.3758,1.3773,1.3691,-0.39%,1.3617,1.382
05/12/2014,1.3757,1.375,1.3775,1.3748,-0.02%,1.3616,1.3832
05/09/2014,1.376,1.3841,1.3847,1.3746,-0.59%,1.3615,1.384
05/08/2014,1.3841,1.3911,1.3993,1.3832,-0.51%,1.3613,1.3849
05/07/2014,1.3912,1.3928,1.394,1.391,-0.11%,1.3611,1.3849
05/06/2014,1.3928,1.3875,1.3952,1.3869,0.37%,1.3608,1.3843
05/05/2014,1.3876,1.3872,1.3892,1.3865,0.04%,1.3605,1.3834
05/02/2014,1.387,1.3868,1.3881,1.3811,0.00%,1.3602,1.383
05/01/2014,1.387,1.3866,1.3889,1.3861,0.01%,1.3599,1.3825
04/30/2014,1.3868,1.3813,1.3878,1.3777,0.41%,1.3597,1.3821
04/29/2014,1.3812,1.3849,1.3879,1.3805,-0.27%,1.3594,1.3816
04/28/2014,1.385,1.3834,1.388,1.3814,0.12%,1.3592,1.3816
04/25/2014,1.3833,1.3832,1.385,1.3826,0.01%,1.3589,1.3812
04/24/2014,1.3832,1.3819,1.3843,1.3792,0.11%,1.3587,1.381
04/23/2014,1.3817,1.3805,1.3855,1.38,0.09%,1.3584,1.3808
04/22/2014,1.3805,1.3794,1.3826,1.3785,0.09%,1.3582,1.3807
04/21/2014,1.3792,1.3809,1.3832,1.3786,-0.17%,1.358,1.3807
04/18/2014,1.3815,1.3814,1.3825,1.3808,0.00%,1.3578,1.3809
04/17/2014,1.3815,1.3816,1.3866,1.381,-0.01%,1.3575,1.3808
04/16/2014,1.3816,1.3814,1.3852,1.3804,0.01%,1.3573,1.3807
04/15/2014,1.3814,1.3821,1.3835,1.379,-0.05%,1.357,1.3806
04/14/2014,1.3821,1.3839,1.3866,1.381,-0.46%,1.3568,1.3806
04/11/2014,1.3885,1.3888,1.3907,1.3864,-0.02%,1.3565,1.3804
04/10/2014,1.3888,1.3855,1.3899,1.3835,0.24%,1.3562,1.3795
04/09/2014,1.3855,1.3794,1.3862,1.3779,0.43%,1.3559,1.3786
04/08/2014,1.3796,1.3741,1.3813,1.3737,0.40%,1.3556,1.3778
04/07/2014,1.3741,1.3696,1.3749,1.3689,0.28%,1.3554,1.3776
04/04/2014,1.3703,1.3719,1.3732,1.3672,-0.12%,1.3552,1.378
04/03/2014,1.372,1.3768,1.3807,1.3699,-0.34%,1.355,1.3788
04/02/2014,1.3767,1.3792,1.3821,1.3752,-0.20%,1.3548,1.3796
04/01/2014,1.3794,1.3769,1.3817,1.3767,0.17%,1.3546,1.3799
03/31/2014,1.3771,1.3755,1.3807,1.3734,0.13%,1.3544,1.3799
03/28/2014,1.3753,1.374,1.3773,1.3705,0.09%,1.3541,1.3802
03/27/2014,1.374,1.3781,1.3798,1.3729,-0.31%,1.3539,1.3807
03/26/2014,1.3783,1.3827,1.3829,1.3777,-0.32%,1.3537,1.3814
03/25/2014,1.3827,1.3839,1.3848,1.375,-0.09%,1.3535,1.3817
03/24/2014,1.3839,1.3792,1.3876,1.376,0.33%,1.3532,1.3816
03/21/2014,1.3794,1.3779,1.3813,1.3767,0.11%,1.3529,1.3814
03/20/2014,1.3779,1.3832,1.3845,1.3749,-0.39%,1.3526,1.3816
03/19/2014,1.3833,1.3933,1.3935,1.3809,-0.72%,1.3524,1.382
03/18/2014,1.3934,1.3921,1.3942,1.388,0.09%,1.352,1.3819
03/17/2014,1.3922,1.3911,1.3949,1.3879,0.06%,1.3516,1.3807
03/14/2014,1.3914,1.3866,1.3937,1.3847,0.32%,1.3512,1.3794
03/13/2014,1.3869,1.3903,1.3968,1.3844,-0.25%,1.3508,1.3782
03/12/2014,1.3904,1.3859,1.3914,1.3841,0.32%,1.3505,1.3773
03/11/2014,1.3859,1.3874,1.388,1.3832,-0.13%,1.3501,1.3759
03/10/2014,1.3877,1.3875,1.3898,1.3861,-0.01%,1.3497,1.3748
03/07/2014,1.3878,1.386,1.3917,1.3854,0.12%,1.3493,1.3735
03/06/2014,1.3861,1.3734,1.3874,1.3723,0.93%,1.3489,1.372
03/05/2014,1.3733,1.3742,1.3746,1.3706,-0.08%,1.3486,1.3705
03/04/2014,1.3744,1.3735,1.3782,1.372,0.07%,1.3483,1.3702
03/03/2014,1.3735,1.3786,1.3793,1.3725,-0.49%,1.348,1.3697
02/28/2014,1.3803,1.3708,1.3824,1.3693,0.69%,1.3478,1.3693
02/27/2014,1.3709,1.3687,1.3727,1.3642,0.15%,1.3475,1.3682
02/26/2014,1.3688,1.3744,1.3758,1.3661,-0.42%,1.3472,1.3679
02/25/2014,1.3746,1.3735,1.3767,1.3714,0.08%,1.347,1.3678
02/24/2014,1.3735,1.3735,1.377,1.3708,-0.04%,1.3467,1.3671
02/21/2014,1.374,1.372,1.376,1.3704,0.16%,1.3465,1.3664
02/20/2014,1.3718,1.3733,1.3763,1.3685,-0.11%,1.3462,1.3656
02/19/2014,1.3733,1.3757,1.3774,1.3724,-0.18%,1.3459,1.365
02/18/2014,1.3758,1.3706,1.377,1.3694,0.36%,1.3457,1.3641
02/17/2014,1.3708,1.3688,1.3725,1.3687,0.11%,1.3453,1.3629
02/14/2014,1.3693,1.3681,1.3718,1.3674,0.09%,1.3451,1.362
02/13/2014,1.3681,1.3594,1.3694,1.3586,0.64%,1.3448,1.3613
02/12/2014,1.3594,1.3639,1.3655,1.3563,-0.33%,1.3446,1.3606
02/11/2014,1.3639,1.3648,1.3686,1.3631,-0.06%,1.3445,1.3607
02/10/2014,1.3647,1.3634,1.3653,1.3609,0.09%,1.3443,1.3603
02/07/2014,1.3635,1.359,1.3642,1.3553,0.33%,1.3441,1.3599
02/06/2014,1.359,1.3533,1.3621,1.3485,0.42%,1.3439,1.3595
02/05/2014,1.3533,1.3519,1.3555,1.3498,0.10%,1.3437,1.3595
02/04/2014,1.3519,1.3525,1.3539,1.3494,-0.04%,1.3436,1.3602
02/03/2014,1.3525,1.3493,1.3536,1.3476,0.28%,1.3435,1.3611
01/31/2014,1.3487,1.3557,1.357,1.348,-0.51%,1.3434,1.362
01/30/2014,1.3556,1.3662,1.3666,1.3543,-0.78%,1.3434,1.3634
01/29/2014,1.3663,1.3668,1.3685,1.3603,-0.04%,1.3433,1.3642
01/28/2014,1.3669,1.3673,1.3689,1.3629,-0.02%,1.343,1.364
01/27/2014,1.3672,1.3677,1.3718,1.3654,-0.04%,1.3428,1.3637
01/24/2014,1.3678,1.3697,1.3741,1.3665,-0.12%,1.3426,1.3633
01/23/2014,1.3695,1.3547,1.3699,1.353,1.09%,1.3423,1.3628
01/22/2014,1.3548,1.3559,1.3584,1.3535,-0.10%,1.342,1.3621
01/21/2014,1.3561,1.3552,1.3571,1.3518,0.07%,1.3419,1.3629
01/20/2014,1.3552,1.3543,1.357,1.3508,0.08%,1.3418,1.3636
01/17/2014,1.3541,1.362,1.3623,1.3517,-0.58%,1.3416,1.3645
01/16/2014,1.362,1.3604,1.365,1.3582,0.11%,1.3415,1.3656
01/15/2014,1.3605,1.368,1.3684,1.3582,-0.54%,1.3413,1.366
01/14/2014,1.3679,1.367,1.3699,1.3648,0.05%,1.3411,1.3665
01/13/2014,1.3672,1.3669,1.3685,1.3637,0.01%,1.3408,1.3664
01/10/2014,1.367,1.3609,1.3689,1.3577,0.45%,1.3406,1.3663
01/09/2014,1.3609,1.3577,1.3636,1.355,0.25%,1.3403,1.3662
01/08/2014,1.3575,1.3617,1.3636,1.3554,-0.30%,1.3401,1.3668
01/07/2014,1.3616,1.3627,1.3657,1.3596,-0.09%,1.3399,1.3678
01/06/2014,1.3628,1.3589,1.3653,1.3571,0.29%,1.3397,1.3684
01/03/2014,1.3588,1.3672,1.3674,1.3582,-0.61%,1.3395,1.369
01/02/2014,1.3672,1.3756,1.3777,1.363,-0.60%,1.3393,1.3701
01/01/2014,1.3754,1.3742,1.3769,1.3742,0.06%,1.339,1.3704
12/31/2013,1.3746,1.3803,1.3813,1.3742,-0.43%,1.3386,1.3698
12/30/2013,1.3805,1.3744,1.3821,1.3729,0.46%,1.3383,1.3693
12/27/2013,1.3742,1.3692,1.3893,1.3686,0.37%,1.3378,1.3682
12/26/2013,1.3691,1.3679,1.3702,1.3662,0.08%,1.3375,1.3675
12/25/2013,1.368,1.3684,1.371,1.3661,-0.03%,1.3372,1.3674
12/24/2013,1.3684,1.3697,1.3704,1.3655,-0.09%,1.3368,1.3673
12/23/2013,1.3696,1.367,1.3717,1.3666,0.18%,1.3365,1.3672
12/20/2013,1.3672,1.3662,1.371,1.3624,0.07%,1.3362,1.3669
12/19/2013,1.3663,1.3685,1.3695,1.3649,-0.16%,1.3359,1.3669
12/18/2013,1.3685,1.377,1.3813,1.3675,-0.60%,1.3356,1.367
12/17/2013,1.3768,1.3762,1.3784,1.3724,0.05%,1.3352,1.3668
12/16/2013,1.3761,1.374,1.3799,1.3724,0.13%,1.3348,1.3657
12/13/2013,1.3743,1.3755,1.3771,1.371,-0.09%,1.3344,1.3646
12/12/2013,1.3755,1.3787,1.3804,1.3736,-0.22%,1.334,1.3636
12/11/2013,1.3786,1.376,1.3811,1.3739,0.18%,1.3336,1.3624
12/10/2013,1.3761,1.3738,1.3797,1.3733,0.16%,1.3331,1.3607
12/09/2013,1.3739,1.372,1.3747,1.3694,0.24%,1.3327,1.3591
12/06/2013,1.3706,1.3668,1.3708,1.363,0.28%,1.3323,1.3575
12/05/2013,1.3668,1.3594,1.3678,1.3542,0.54%,1.3319,1.3561
12/04/2013,1.3594,1.3589,1.3605,1.3528,0.03%,1.3316,1.355
12/03/2013,1.359,1.354,1.3613,1.3523,0.35%,1.3313,1.3545
12/02/2013,1.3542,1.359,1.3617,1.3525,-0.35%,1.331,1.354
11/29/2013,1.359,1.3605,1.3622,1.3579,-0.11%,1.3308,1.354
11/28/2013,1.3605,1.358,1.3619,1.3563,0.19%,1.3305,1.3535
11/27/2013,1.3579,1.3571,1.3613,1.3557,0.05%,1.3302,1.3528
11/26/2013,1.3572,1.3517,1.3575,1.3514,0.41%,1.3299,1.3522
11/25/2013,1.3516,1.355,1.3561,1.3491,-0.31%,1.3296,1.3517
11/22/2013,1.3558,1.3482,1.3558,1.3462,0.56%,1.3294,1.3517
11/21/2013,1.3482,1.344,1.3487,1.3399,0.32%,1.3292,1.3513
11/20/2013,1.3439,1.3539,1.3579,1.3417,-0.74%,1.329,1.3516
11/19/2013,1.3539,1.3505,1.3549,1.3488,0.25%,1.3288,1.3524
11/18/2013,1.3505,1.3502,1.3543,1.3475,0.07%,1.3286,1.3523
11/15/2013,1.3495,1.3458,1.3506,1.3432,0.27%,1.3283,1.3525
11/14/2013,1.3459,1.3489,1.3499,1.3419,-0.21%,1.3281,1.3528
11/13/2013,1.3487,1.3436,1.3497,1.3392,0.38%,1.3279,1.3535
11/12/2013,1.3436,1.3407,1.3457,1.3359,0.22%,1.3277,1.354
11/11/2013,1.3407,1.3361,1.3417,1.3344,0.27%,1.3276,1.3551
11/08/2013,1.3371,1.342,1.3439,1.3317,-0.37%,1.3274,1.3566
11/07/2013,1.342,1.3514,1.3529,1.3296,-0.68%,1.3273,1.3586
11/06/2013,1.3512,1.3476,1.355,1.3468,0.28%,1.3272,1.3604
11/05/2013,1.3474,1.3514,1.3523,1.3449,-0.31%,1.327,1.3614
11/04/2013,1.3516,1.3489,1.3527,1.3443,0.22%,1.3268,1.3628
11/01/2013,1.3487,1.3584,1.3592,1.3481,-0.71%,1.3265,1.364
10/31/2013,1.3584,1.3737,1.374,1.3577,-1.11%,1.3263,1.3656
10/30/2013,1.3736,1.3745,1.3785,1.3696,-0.07%,1.326,1.3664
10/29/2013,1.3746,1.3784,1.3813,1.3735,-0.28%,1.3255,1.3656
10/28/2013,1.3784,1.3803,1.3817,1.3775,-0.15%,1.325,1.3647
10/25/2013,1.3805,1.3801,1.3833,1.3774,0.04%,1.3244,1.3633
10/24/2013,1.38,1.3776,1.3826,1.3764,0.17%,1.3239,1.3614
10/23/2013,1.3777,1.3784,1.3794,1.3741,-0.03%,1.3233,1.3595
10/22/2013,1.3781,1.3683,1.3794,1.3662,0.72%,1.3228,1.3576
10/21/2013,1.3683,1.3687,1.3691,1.3651,-0.01%,1.3222,1.3554
10/18/2013,1.3685,1.3674,1.3704,1.3659,0.07%,1.3218,1.354
10/17/2013,1.3676,1.3535,1.3681,1.3514,1.04%,1.3213,1.3525
10/16/2013,1.3535,1.3523,1.3567,1.3472,0.09%,1.3208,1.3509
10/15/2013,1.3523,1.3561,1.3571,1.3479,-0.28%,1.3205,1.3507
10/14/2013,1.3561,1.3544,1.3598,1.3542,0.14%,1.3202,1.3505
10/11/2013,1.3542,1.3519,1.3582,1.3517,0.16%,1.3198,1.3499
10/10/2013,1.352,1.3524,1.3546,1.3488,-0.03%,1.3195,1.3495
10/09/2013,1.3524,1.3573,1.3605,1.3486,-0.36%,1.3191,1.3492
10/08/2013,1.3573,1.3583,1.3609,1.3558,-0.07%,1.3188,1.3488
10/07/2013,1.3582,1.3556,1.3592,1.3542,0.18%,1.3184,1.348
10/04/2013,1.3558,1.3618,1.3632,1.3538,-0.44%,1.318,1.3469
10/03/2013,1.3618,1.3577,1.3646,1.3576,0.29%,1.3176,1.3459
10/02/2013,1.3579,1.3527,1.3609,1.3509,0.39%,1.3172,1.3443
10/01/2013,1.3526,1.3528,1.359,1.3517,0.00%,1.3168,1.3428
09/30/2013,1.3526,1.348,1.3557,1.3468,0.03%,1.3164,1.3418
09/27/2013,1.3522,1.3487,1.3565,1.3473,0.24%,1.3161,1.3407
09/26/2013,1.3489,1.3526,1.3529,1.3471,-0.27%,1.3157,1.3395
09/25/2013,1.3526,1.3473,1.3538,1.3461,0.39%,1.3154,1.3385
09/24/2013,1.3474,1.3493,1.3519,1.3464,-0.14%,1.315,1.337
09/23/2013,1.3493,1.3546,1.3556,1.3479,-0.23%,1.3147,1.3359
09/20/2013,1.3524,1.3531,1.355,1.3498,-0.04%,1.3143,1.3345
09/19/2013,1.353,1.3521,1.3569,1.35,0.06%,1.3139,1.3326
09/18/2013,1.3522,1.3359,1.3542,1.3338,1.22%,1.3135,1.3304
09/17/2013,1.3359,1.3334,1.3371,1.3326,0.19%,1.3132,1.3281
09/16/2013,1.3334,1.3306,1.3386,1.3296,0.30%,1.3129,1.3273
09/13/2013,1.3294,1.3299,1.3323,1.3255,-0.04%,1.3127,1.3267
09/12/2013,1.3299,1.331,1.3326,1.3261,-0.10%,1.3126,1.3264
09/11/2013,1.3312,1.327,1.3327,1.3245,0.33%,1.3124,1.326
09/10/2013,1.3268,1.3255,1.3276,1.323,0.10%,1.3122,1.3255
09/09/2013,1.3255,1.3169,1.3281,1.3159,0.57%,1.312,1.3253
09/06/2013,1.318,1.3119,1.3189,1.3104,0.46%,1.3119,1.3253
09/05/2013,1.312,1.3207,1.3223,1.311,-0.67%,1.3118,1.3261
09/04/2013,1.3209,1.3171,1.322,1.3156,0.30%,1.3118,1.3276
09/03/2013,1.317,1.3191,1.3198,1.3138,-0.17%,1.3118,1.3283
09/02/2013,1.3192,1.3234,1.3238,1.3184,-0.23%,1.3117,1.3295
08/30/2013,1.3222,1.3243,1.3256,1.3175,-0.14%,1.3116,1.3306
08/29/2013,1.3241,1.3339,1.3344,1.3219,-0.74%,1.3115,1.3314
08/28/2013,1.334,1.3393,1.3399,1.3306,-0.40%,1.3114,1.3322
08/27/2013,1.3393,1.3368,1.34,1.3324,0.18%,1.3112,1.332
08/26/2013,1.3369,1.3382,1.3394,1.3356,-0.10%,1.3109,1.3313
08/23/2013,1.3382,1.3356,1.341,1.3333,0.19%,1.3106,1.3307
08/22/2013,1.3356,1.3355,1.3375,1.3299,-0.01%,1.3103,1.3299
08/21/2013,1.3357,1.3416,1.3428,1.3335,-0.45%,1.3101,1.3293
08/20/2013,1.3417,1.3336,1.3453,1.3323,0.61%,1.3098,1.3286
08/19/2013,1.3335,1.3328,1.3376,1.3316,0.05%,1.3095,1.3272
08/16/2013,1.3329,1.3346,1.338,1.331,-0.14%,1.3093,1.3265
08/15/2013,1.3348,1.3256,1.3365,1.3207,0.69%,1.309,1.3259
08/14/2013,1.3256,1.3262,1.3279,1.3239,-0.05%,1.3088,1.3249
08/13/2013,1.3262,1.3299,1.3317,1.3233,-0.29%,1.3086,1.3249
08/12/2013,1.33,1.334,1.3346,1.3278,-0.32%,1.3084,1.3247
08/09/2013,1.3343,1.338,1.3391,1.3333,-0.29%,1.3082,1.3242
08/08/2013,1.3382,1.3338,1.3403,1.3329,0.34%,1.3079,1.3231
08/07/2013,1.3337,1.3307,1.3347,1.3266,0.23%,1.3076,1.3215
08/06/2013,1.3306,1.3258,1.3325,1.3245,0.36%,1.3074,1.3202
08/05/2013,1.3258,1.3274,1.3302,1.3232,-0.19%,1.3071,1.3191
08/02/2013,1.3283,1.3207,1.3295,1.319,0.58%,1.307,1.3184
08/01/2013,1.3207,1.3301,1.3311,1.3197,-0.71%,1.3067,1.3174
07/31/2013,1.3302,1.3264,1.3346,1.3215,0.29%,1.3066,1.317
07/30/2013,1.3263,1.3262,1.3302,1.3234,0.01%,1.3064,1.3157
07/29/2013,1.3262,1.3276,1.3297,1.3241,-0.13%,1.3062,1.3145
07/26/2013,1.3279,1.3277,1.3297,1.3252,0.02%,1.306,1.3133
07/25/2013,1.3277,1.3199,1.3296,1.3165,0.58%,1.3057,1.3118
07/24/2013,1.3201,1.3222,1.3256,1.3176,-0.17%,1.3055,1.3101
07/23/2013,1.3224,1.3186,1.3241,1.3165,0.29%,1.3054,1.3091
07/22/2013,1.3186,1.3142,1.322,1.3131,0.33%,1.3052,1.3077
07/19/2013,1.3142,1.311,1.3154,1.3087,0.24%,1.3051,1.3065
07/18/2013,1.311,1.3125,1.3128,1.3066,-0.11%,1.305,1.3057
07/17/2013,1.3125,1.3161,1.3177,1.3084,-0.28%,1.3049,1.3051
07/16/2013,1.3162,1.3062,1.3175,1.3052,0.77%,1.3048,1.3044
07/15/2013,1.3062,1.3066,1.3085,1.2994,-0.05%,1.3047,1.3031
07/12/2013,1.3068,1.3097,1.3103,1.3,-0.21%,1.3047,1.3028
07/11/2013,1.3096,1.298,1.3204,1.2965,0.92%,1.3047,1.3024
07/10/2013,1.2976,1.2781,1.2985,1.2765,1.53%,1.3046,1.3016
07/09/2013,1.2781,1.287,1.2899,1.2755,-0.69%,1.3047,1.302
07/08/2013,1.287,1.2825,1.2883,1.2809,0.30%,1.305,1.3045
07/05/2013,1.2832,1.2913,1.2918,1.2807,-0.63%,1.3052,1.3064
07/04/2013,1.2913,1.3009,1.3024,1.2883,-0.74%,1.3054,1.3088
07/03/2013,1.3009,1.2978,1.3032,1.2923,0.23%,1.3055,1.3107
07/02/2013,1.2979,1.3065,1.308,1.2964,-0.65%,1.3056,1.3117
07/01/2013,1.3064,1.3006,1.3067,1.3001,0.42%,1.3057,1.3131
06/28/2013,1.301,1.3037,1.3105,1.2992,-0.21%,1.3056,1.3138
06/27/2013,1.3037,1.3013,1.3058,1.3001,0.19%,1.3057,1.3152
06/26/2013,1.3012,1.3081,1.3088,1.2984,-0.56%,1.3057,1.3164
06/25/2013,1.3085,1.3118,1.3151,1.3064,-0.26%,1.3058,1.318
06/24/2013,1.3119,1.3117,1.3146,1.306,-0.03%,1.3057,1.319
06/21/2013,1.3123,1.3219,1.3254,1.3099,-0.73%,1.3057,1.3198
06/20/2013,1.322,1.3296,1.3303,1.3163,-0.56%,1.3056,1.3205
06/19/2013,1.3295,1.3392,1.3415,1.326,-0.74%,1.3054,1.3204
06/18/2013,1.3394,1.3368,1.3416,1.3325,0.19%,1.3052,1.3194
06/17/2013,1.3369,1.3342,1.3382,1.3317,0.16%,1.3049,1.3173
06/14/2013,1.3347,1.3375,1.3376,1.3294,-0.21%,1.3045,1.3153
06/13/2013,1.3375,1.3336,1.3391,1.3278,0.28%,1.3042,1.3132
06/12/2013,1.3337,1.3314,1.3361,1.3266,0.17%,1.3039,1.3107
